constituent_id,date,move/status change (or n/a),type,author,description,text
1011008,02/27/2019,N/A,Publicly/Communictn,xfu21,Trustee in the News,"Posted by Darrell McKinsey on Feb 25th, 2019 Carter’s (NYSE:CRI) announced its quarterly earnings results on Monday. The textile maker reported $2.84 earnings per share (EPS) for the quarter, beating analysts’ consensus estimates of $2.56 by $0.28, MarketWatch Earnings reports. The firm had revenue of $1.09 billion during the quarter, compared to analyst estimates of $1.07 billion. Carter’s had a return on equity of 33.05% and a net margin of 8.44%. Carter’s’s quarterly revenue was up 5.8% on a year-over-year basis. During the same quarter in the previous year, the business earned $2.32 earnings per share. Carter’s stock opened at $92.52 on Monday. The company has a quick ratio of 1.49, a current ratio of 3.67 and a debt-to-equity ratio of 0.98. The firm has a market cap of $4.24 billion, a price-to-earnings ratio of 16.06, a P/E/G ratio of 1.74 and a beta of 0.60. Carter’s has a twelve month low of $75.66 and a twelve month high of $124.08. In related news, Director David Pulver bought 1,000 shares of the stock in a transaction on Wednesday, December 19th. The stock was bought at an average price of $80.10 per share, for a total transaction of $80,100.00. Following the completion of the acquisition, the director now directly owns 65,517 shares in the company, valued at $5,247,911.70. The acquisition was disclosed in a legal filing with the Securities & Exchange Commission, which is accessible through this hyperlink. 3.30% of the stock is owned by corporate insiders. A number of analysts recently issued reports on the company. B. Riley assumed coverage on Carter’s in a report on Tuesday, October 30th. They issued a “market perform” rating and a $104.00 price target for the company. Macquarie lowered Carter’s from an “outperform” rating to a “neutral” rating in a report on Friday, November 2nd. Citigroup boosted their price target on Carter’s from $107.00 to $113.00 and gave the company a “buy” rating in a report on Monday, December 3rd. ValuEngine upgraded Carter’s from a “sell” rating to a “hold” rating in a report on Monday, November 26th. Finally, Zacks Investment Research upgraded Carter’s from a “sell” rating to a “hold” rating in a report on Friday. One analyst has rated the stock with a sell rating, six have issued a hold rating and three have given a buy rating to the company. The company presently has an average rating of “Hold” and a consensus target price of $106.67. COPYRIGHT VIOLATION NOTICE: This piece was published by Fairfield Current and is the sole property of of Fairfield Current. If you are viewing this piece on another domain, it was illegally copied and reposted in violation of United States & international copyright law. The legal version of this piece can be accessed at https://www.fairfieldcurrent.com/news/2019/02/25/carters-cri-releases-earnings-results-beats-expectations-by-0-28-eps.html. About Carter’s Carter's, Inc, together with its subsidiaries, designs, sources, and markets branded childrenswear under the Carter's, Child of Mine, Just One You, Precious Firsts, Simple Joys, OshKosh, Skip Hop, and other brands. The company operates through three segments: U.S. Retail, U.S. Wholesale, and International. Recommended Story: Trading signals using Bollinger bands Receive News & Ratings for Carter's Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Carter's and related companies with MarketBeat.com's FREE daily email newsletter. Metro (B4B3) Given a €13.50 Price Target at Jefferies Financial Group Microchip Technology Inc. (MCHP) Position Trimmed by Hallmark Capital Management Inc. Name (Required) Mail (will not be published) (Required) Website document.getElementById(""comment"").setAttribute( ""id"", ""a4976cd36ad51e8bf3ff9e7244474976"" );document.getElementById(""d743a2e79f"").setAttribute( ""id"", ""comment"" ); 
Link: https://www.fairfieldcurrent.com/news/2019/02/25/carters-cri-releases-earnings-results-beats-expectations-by-0-28-eps.html"
1015016,02/27/2019,N/A,Publicly/Communictn,xfu21,Trustee in the News,"Supermarket deal | Analysis February 21 2019, 12:01am, The Times The ruling on the proposed merger is the first big test for the Competition and Markets Authority since Lord Tyrie became chairman last year. The former Tory MP was appointed to the role in April, only weeks before news of the supermarket tie-up broke. He took up his post in June. Lord Tyrie, 62, spent two decades representing Chichester in parliament, making a name for himself when he became chairman of the Treasury select committee in 2010. During his seven years leading the committee, he questioned everyone from Mark Carney, the Bank of England governor, and George Osborne, the former chancellor, to Bob Diamond, the former Barclays boss, garnering a reputation as a sharp-witted interrogator. Lord Tyrie also chaired the parliamentary commission on banking standards,… You are currently logged out Unlock quality journalism on the topics that you decide matter most. Get The International Pack for free for your first 30 days for unlimited Smartphone and Tablet access. Already a member? Log in © Times Newspapers Limited 2019. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF. Already a subscriber or registered access user? Login 
Link: https://www.thetimes.co.uk/edition/business/sainsbury-s-merger-puts-chairman-to-the-test-qfxkz9q3l"
1011008,02/27/2019,N/A,Publicly/Communictn,xfu21,Trustee in the News,"BharataPress google_ad_client = ""ca-pub-0703139142419429""; google_ad_slot = ""8337238683""; google_ad_width = 300; google_ad_height = 600; Zacks Investment Research upgraded shares of Carter’s (NYSE:CRI) from a sell rating to a hold rating in a research report released on Friday morning. google_ad_client = ""ca-pub-0703139142419429""; google_ad_slot = ""5621244306""; google_ad_width = 336; google_ad_height = 280; According to Zacks, “Carter’s retail strategy, which focuses on improving store productivity and e-commerce business, remains encouraging. Moreover, its Skip Hop and Age Up initiatives are likely to drive retail sales growth. Additionally, the company is witnessing a positive response for its co-branded stores. Higher traffic and conversion rates coupled with improved price realization are aiding comps growth. Management also issued encouraging fourth-quarter 2018 earnings and sales view. Further, the company is witnessing strong growth in its International business. However, softness in its U.S. Wholesale segment, presumably due to the bankruptcy of Toys “R” Us is a major concern. It anticipates the absence of planned sales to Toys “R” Us for 2018 to result in soft wholesale sales. Moreover, higher SG&A expenses are denting the company’s margins. Consequently, the stock has underperformed the industry in a year.” Other equities research analysts have also recently issued research reports about the company. TheStreet cut Carter’s from a b rating to a c+ rating in a report on Thursday, October 25th. ValuEngine upgraded Carter’s from a sell rating to a hold rating in a report on Monday, November 26th. Macquarie cut Carter’s from an outperform rating to a neutral rating in a report on Friday, November 2nd. Citigroup raised their price objective on Carter’s from $107.00 to $113.00 and gave the stock a buy rating in a report on Monday, December 3rd. Finally, Monness Crespi & Hardt decreased their price objective on Carter’s from $130.00 to $120.00 and set a buy rating on the stock in a report on Friday, October 26th. One research analyst has rated the stock with a sell rating, six have issued a hold rating and three have assigned a buy rating to the company’s stock. The company currently has a consensus rating of Hold and an average price target of $106.67. Shares of CRI stock traded up $2.09 during mid-day trading on Friday, hitting $92.52. 1,079,437 shares of the company’s stock were exchanged, compared to its average volume of 656,345. Carter’s has a fifty-two week low of $75.66 and a fifty-two week high of $124.08. The company has a quick ratio of 1.49, a current ratio of 3.67 and a debt-to-equity ratio of 0.98. The stock has a market capitalization of $4.24 billion, a price-to-earnings ratio of 16.06, a price-to-earnings-growth ratio of 1.70 and a beta of 0.60. In other news, Director David Pulver bought 1,000 shares of Carter’s stock in a transaction that occurred on Wednesday, December 19th. The shares were purchased at an average price of $80.10 per share, for a total transaction of $80,100.00. Following the completion of the acquisition, the director now owns 65,517 shares of the company’s stock, valued at $5,247,911.70. The acquisition was disclosed in a document filed with the Securities & Exchange Commission, which is available through the SEC website. 3.30% of the stock is currently owned by company insiders. Institutional investors have recently modified their holdings of the stock. SRS Capital Advisors Inc. acquired a new position in Carter’s in the third quarter valued at $108,000. First Hawaiian Bank acquired a new position in shares of Carter’s during the third quarter worth about $122,000. Ffcm LLC lifted its stake in shares of Carter’s by 1,761.4% during the fourth quarter. Ffcm LLC now owns 1,638 shares of the textile maker’s stock worth $134,000 after purchasing an additional 1,550 shares in the last quarter. FNY Investment Advisers LLC acquired a new position in shares of Carter’s during the third quarter worth about $163,000. Finally, Private Advisor Group LLC acquired a new position in shares of Carter’s during the fourth quarter worth about $211,000. Hedge funds and other institutional investors own 95.82% of the company’s stock. Carter’s Company Profile Carter's, Inc, together with its subsidiaries, designs, sources, and markets branded childrenswear under the Carter's, Child of Mine, Just One You, Precious Firsts, Simple Joys, OshKosh, Skip Hop, and other brands. The company operates through three segments: U.S. Retail, U.S. Wholesale, and International. Featured Article: Quiet Period Expirations Explained Get a free copy of the Zacks research report on Carter’s (CRI) For more information about research offerings from Zacks Investment Research, visit Zacks.com google_ad_client = ""ca-pub-0703139142419429""; google_ad_slot = ""1418630638""; google_ad_width = 336; google_ad_height = 280; BharataPress 
Link: http://bharatapress.com/2019/02/24/carters-cri-upgraded-by-zacks-investment-research-to-hold/"
1011008,02/27/2019,N/A,Publicly/Communictn,xfu21,Trustee in the News,"BharataPress google_ad_client = ""ca-pub-0703139142419429""; google_ad_slot = ""8337238683""; google_ad_width = 300; google_ad_height = 600; Wall Street analysts expect Carter’s, Inc. (NYSE:CRI) to report $1.07 billion in sales for the current quarter, according to Zacks Investment Research. Two analysts have made estimates for Carter’s’ earnings. The highest sales estimate is $1.07 billion and the lowest is $1.06 billion. Carter’s reported sales of $1.03 billion in the same quarter last year, which suggests a positive year over year growth rate of 3.9%. The firm is scheduled to report its next earnings report before the market opens on Monday, February 25th. google_ad_client = ""ca-pub-0703139142419429""; google_ad_slot = ""5621244306""; google_ad_width = 336; google_ad_height = 280; According to Zacks, analysts expect that Carter’s will report full-year sales of $3.44 billion for the current fiscal year, with estimates ranging from $3.44 billion to $3.45 billion. For the next financial year, analysts anticipate that the business will report sales of $3.54 billion, with estimates ranging from $3.53 billion to $3.55 billion. Zacks Investment Research’s sales calculations are a mean average based on a survey of sell-side research analysts that that provide coverage for Carter’s. Several equities analysts recently issued reports on CRI shares. Zacks Investment Research upgraded Carter’s from a “sell” rating to a “hold” rating in a research report on Friday. ValuEngine cut Carter’s from a “hold” rating to a “sell” rating in a research report on Thursday, January 10th. Wells Fargo & Co cut their price objective on Carter’s from $105.00 to $98.00 and set an “outperform” rating for the company in a report on Wednesday, January 2nd. Citigroup lifted their target price on Carter’s from $107.00 to $113.00 and gave the stock a “buy” rating in a report on Monday, December 3rd. Finally, Macquarie downgraded Carter’s from an “outperform” rating to a “neutral” rating in a research note on Friday, November 2nd. One research analyst has rated the stock with a sell rating, six have issued a hold rating and four have issued a buy rating to the company’s stock. Carter’s has a consensus rating of “Hold” and an average target price of $109.50. Shares of NYSE:CRI traded up $2.09 during trading hours on Friday, hitting $92.52. 1,079,400 shares of the company’s stock traded hands, compared to its average volume of 660,614. Carter’s has a 52 week low of $75.66 and a 52 week high of $124.08. The firm has a market cap of $4.15 billion, a price-to-earnings ratio of 16.06, a price-to-earnings-growth ratio of 1.71 and a beta of 0.60. The company has a current ratio of 3.67, a quick ratio of 1.49 and a debt-to-equity ratio of 0.98. In other news, Director David Pulver bought 1,000 shares of Carter’s stock in a transaction dated Wednesday, December 19th. The shares were bought at an average price of $80.10 per share, for a total transaction of $80,100.00. Following the purchase, the director now owns 65,517 shares of the company’s stock, valued at $5,247,911.70. The purchase was disclosed in a document filed with the Securities & Exchange Commission, which can be accessed through this link. 3.30% of the stock is currently owned by company insiders. A number of large investors have recently made changes to their positions in CRI. SRS Capital Advisors Inc. acquired a new stake in shares of Carter’s in the 3rd quarter valued at approximately $108,000. First Hawaiian Bank bought a new stake in shares of Carter’s during the 3rd quarter valued at $122,000. Ffcm LLC raised its stake in shares of Carter’s by 1,761.4% during the 4th quarter. Ffcm LLC now owns 1,638 shares of the textile maker’s stock valued at $134,000 after purchasing an additional 1,550 shares during the period. FNY Investment Advisers LLC bought a new stake in shares of Carter’s during the 3rd quarter valued at $163,000. Finally, Private Advisor Group LLC bought a new stake in shares of Carter’s during the 4th quarter valued at $211,000. 95.82% of the stock is owned by hedge funds and other institutional investors. Carter’s Company Profile Carter's, Inc, together with its subsidiaries, designs, sources, and markets branded childrenswear under the Carter's, Child of Mine, Just One You, Precious Firsts, Simple Joys, OshKosh, Skip Hop, and other brands. The company operates through three segments: U.S. Retail, U.S. Wholesale, and International. Recommended Story: What is the Ex-Dividend Date in Investing? Get a free copy of the Zacks research report on Carter’s (CRI) For more information about research offerings from Zacks Investment Research, visit Zacks.com google_ad_client = ""ca-pub-0703139142419429""; google_ad_slot = ""1418630638""; google_ad_width = 336; google_ad_height = 280; BharataPress 
Link: http://bharatapress.com/2019/02/26/zacks-analysts-expect-carters-inc-cri-will-announce-quarterly-sales-of-1-07-billion/"
1021721,02/27/2019,N/A,Publicly/Communictn,xfu21,Trustee in the News,"According to Norway’s Statoil ASA (ADR) (NYSE:STO), the world‘s economy stands to benefit greatly if strong measures are taken to reduce carbon-dioxide emissions over the coming 25 years. As per a report published, the oil and gas producer is projecting the global economy to grow annually by 2.9% on average. […] Airbus Group (OTCMKTS:EADSY) CEO and chairman Allan McArtor has told Reuters that the company is interested in what United Technologies Corporation (NYSE:UTX) decides to do with its Sikorsky helicopter unit. Last month, United Technologies announced it is looking at different options for spinning off its Sikorsky helicopter manufacturing unit, as […] Bidness Etc takes a look at the first day trading session of BHP Billiton’s spun off South32 on the Australian Securities Exchange South32, BHP Billiton Limited’s (NYSE:BHP) spun-off non-core assets mining company, debuted trading on the Australian Securities Exchange. The company received a lukewarm response from traders. On the first […] As it accelerates its international expansion, Netflix is set to launch in Spain and Portugal this October As part of its aspirations of becoming a global corporation by the end of 2016, Netflix Inc. (NASDAQ:NFLX) launched its internet video streaming service in Southern Europe. The company was planning its debut […] Merck possibly has a blockbuster drug on its hands, evident from the fact that the company’s insomnia drug prescriptions have been escalating at a rapid rate Merck & Co., Inc. (NYSE:MRK) may have a blockbuster drug on its hands in the form of the new insomnia drug, Belsomra. Belsomra was […] 
Link: https://mcmonitor.com/2019/02/14/focused-investors-has-increased-holding-in-bank-of-america-bac-as-shares-declined-heathbridge-capital-management-ltd-increases-holding-in-goldcorp-new-gg/"
1053951,02/27/2019,N/A,Publicly/Communictn,xfu21,Partner of Alum in the News,"Cocrystal Pharma Inc (NASDAQ:COCP) recorded an increase of 37.55% in shorted shares. In February was announced COCP’s total 150,200 shorted shares by FINRA. The 109,200 previous shares are up with 37.55%. With Average volume 93,300, COCP’s previous position will take 2 days to restore. Cocrystal Pharma Inc float short is 1.28%. The stock increased 1.51% or $0.04 during the last trading session, hitting $2.69.Currently Cocrystal Pharma, Inc. is downtrending after 47.49% change in last February 12, 2018. COCP has 6,975 shares volume. The stock underperformed the S&P 500 by 47.49%. Cocrystal Pharma, Inc., a preclinical-stage biopharmaceutical company, focuses on developing antiviral therapeutics for human diseases.The firm is worth $80.49 million. The firm focuses on developing inhibitors that target viral replication enzymes and viral replication protein.179.33 is the P/E ratio. It is developing antiviral therapeutics for human diseases, including hepatitis C virus , influenza virus, and norovirus. For more Cocrystal Pharma, Inc. (NASDAQ:COCP) news published briefly go to: Nasdaq.com, Globenewswire.com, Seekingalpha.com, Globenewswire.com or Seekingalpha.com. The titles are as follows: “8 Biotech Stocks To Watch This Week – Nasdaq” published on December 26, 2018, “Cocrystal Pharma Announces Inclusion in Russell Microcap® Index – GlobeNewswire” on June 25, 2018, “SEC charges against billionaire Phillip Frost may be ‘tip of the iceberg” – Barron’s – Seeking Alpha” with a publish date: September 11, 2018, “Cocrystal Pharma Reports 2018 Third Quarter Financial Results and Provides Corporate Update – GlobeNewswire” and the last “Cocrystal Pharma inks deal with Humanity & Health Research Centre, Hong Kong for Phase 2a study of CC-31244 – Seeking Alpha” with publication date: October 08, 2018. Receive News & Ratings Via Email - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings with our FREE daily email newsletter. 
Link: https://ztribune.com/2019/02/12/on-feb-12-2019-cocrystal-pharma-inc-nasdaqcocp-sellers-increased-their-shorts-by-37-55/"
1053951,02/27/2019,N/A,Publicly/Communictn,xfu21,Partner of Alum in the News,"NAVIGATION HOME NEWS HEALTH CARE EDUCATION REAL ESTATE FLORIDA 500 LAW LIFESTYLE MOVERS & INFLUENCERS FEATURES TRENDING SUBSCRIBE Business Florida Florida Small Business MEDIA KIT CLOSE NAVIGATION Share Email Print Miami-Dade Roundup The John S. and James L. Knight Foundation has upped its stake in Miami-Dade’s arts community, announcing a $37-million investment. The funding includes both institutions and artists and brings Knight’s total arts-related grants in Miami-Dade to $165 million since 2005. Also featured in this article are business briefs and people in the news: Overton Performing Arts Center; Embassair Group; Miami-Opa locka Executive Airport; National Auto Lenders; Professional Bank; Phil Ruffin; Casino Miami; Dr. Joseph Lamelas; Opko Health; Phillip Frost; Michelle Boggs; Republic Metals; ParkJockey; Harry Sommer; Quirch Foods; Freebee Want to read the whole article? Select from the following options: EXISTINGDIGITALSUBSCRIBERS Access Article Now! DIGITALSINGLEISSUE Get a single DIGITAL copy of this issue $4.95 PRINTSINGLEISSUE Get a single PRINT copy of this issue $4.95 plus $3 postage & handling PRINT SUBSCRIPTION One year in PRINT $14.98* plus a FREE gift! DIGITAL SUBSCRIPTION One year DIGITAL $14.98* plus a FREE gift! ALL ACCESS SUBSCRIPTION One year ComboPRINT + DIGITAL $24.95* plus a FREE gift! CURRENT PRINT SUBSCRIBERS If you are already a print subscriber, ADD DIGITAL EDITION ACCESS to your existing subscription here!(or call our office at 727-892-2643) * offer valid for new subscribers only Tags: Miami-Dade, Feature Also on FloridaTrend.com Digital Access DIRECT DIGITAL ACCESS Add digital to your current subscription, purchase a single digital issue, or start a new subscription to Florida Trend. TABLE OF CONTENTS An overview of the features and articles in this month's issue of Florida Trend. ACCESS THIS ISSUE » Florida Business News Lawmakers this year will deal with myriad issues, ranging from passing a state budget to deciding whether to allow patients to smoke medical marijuana. Florida ranks third in the nation for the number of calls placed to the national human trafficking hotline. The charges filed against New England Patriots owner Robert Kraft for soliciting prostitution in Jupiter have again put a spotlight on sex trafficking in our state. DeSantis, Florida Cabinet approve $2.54 million in Florida Forever land acquisition Gov. Ron DeSantis and the state Cabinet Tuesday voted to spend $2.54 million to buy land in Hamilton and Lake counties as part of the Florida Forever conservation program. The state of gambling in South Florida There are six main areas of gambling that are permitted by law in Florida: charitable gaming, lotteries, pari-mutuel, racetrack, offshore and casinos run by Native Americans. You've heard about Dr. Cade's Gatorade, but what about Cholesterade? How one Tampa Bay company is continuing the researcher's legacy via one of his lesser-known beverage formulations. Florida Trend Video Pick As the Yankees open their home Grapefruit League schedule, the Steinbrenner Field in Tampa will unveil several new concession options. Earlier Videos | Viewpoints@FloridaTrend Ballot Box What are your top concerns on exploratory oil drilling in the Everglades? Vote See Results 
Link: https://www.floridatrend.com/article/26406/knight-foundation-increases-investment-in-miamis-arts-groups"
1053951,02/27/2019,N/A,Publicly/Communictn,xfu21,Partner of Alum in the News,"Analysts expect ChromaDex Corporation (NASDAQ:CDXC) to report $-0.14 EPS on March, 14.They anticipate $0.03 EPS change or 17.65 % from last quarter’s $-0.17 EPS. After having $-0.16 EPS previously, ChromaDex Corporation’s analysts see -12.50 % EPS growth. It closed at $3.84 lastly. It is down 54.40% since February 23, 2018 and is downtrending. It has underperformed by 54.40% the S&P500. ChromaDex Corporation, a natural products company, discovers, acquires, develops, and commercializes patented and proprietary ingredient technologies. The company has market cap of $211.59 million. The firm offers bulk raw materials for use in dietary supplements, food, beverages, and cosmetic products; Nicotinamide riboside , a vitamin found naturally in milk for enhancing cardiovascular health, glucose levels, cognitive function, and anti-aging effects; Pterostilbene (pTeroPure), a polyphenol and antioxidant used in health related fields; and Immulina, a spirulina extract and compound, which is used for improving human immune function, as well as developing Pterostilbene and caffeine co-crystal ingredients, and anthocyanins ingredients. It currently has negative earnings. It also provides reference standards, materials, and kits to conduct quality control of raw materials and consumer products; and fine chemicals and phytochemicals for research and new product development applications. More notable recent ChromaDex Corporation (NASDAQ:CDXC) news were published by: Globenewswire.com which released: “TRU NIAGEN® Expands North American Footprint with Product Launch in Canada – GlobeNewswire” on December 17, 2018, also Globenewswire.com with their article: “ChromaDex to Report Third Quarter 2018 Financial Results on Wednesday, November 7, 2018 – GlobeNewswire” published on October 31, 2018, Seekingalpha.com published: “SEC charges against billionaire Phillip Frost may be ‘tip of the iceberg” – Barron’s – Seeking Alpha” on September 11, 2018. More interesting news about ChromaDex Corporation (NASDAQ:CDXC) were released by: Globenewswire.com and their article: “ChromaDex Announces Participation at The 20th Annual Global Investment Conference in New York City September 5, 2018 – GlobeNewswire” published on August 30, 2018 as well as Globenewswire.com‘s news article titled: “ChromaDex to Participate in â€œConquering Agingâ€ Briefing with Frost & Sullivan – GlobeNewswire” with publication date: September 11, 2018. Receive News & Ratings Via Email - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings with our FREE daily email newsletter. (adsbygoogle = window.adsbygoogle || []).push({}); 
Link: https://whatsonthorold.com/2019/02/23/analysts-see-0-14-eps-for-chromadex-corporation-cdxc-3/"
1015016,02/27/2019,N/A,Publicly/Communictn,xfu21,Trustee in the News,"Connecting decision makers to a dynamic network of information, people and ideas, Bloomberg quickly and accurately delivers business and financial information, news and insight around the world. Americas+1 212 318 2000 EMEA+44 20 7330 7500 Asia Pacific+65 6212 1000 Connecting decision makers to a dynamic network of information, people and ideas, Bloomberg quickly and accurately delivers business and financial information, news and insight around the world. Americas+1 212 318 2000 EMEA+44 20 7330 7500 Asia Pacific+65 6212 1000 By John Gittelsohn, Sonali Basak and Matt Robinson The Securities and Exchange Commission isnât taking action against Guggenheim Partnersâ asset-management unit after reviewing several investments, including its use of client money to Bob Diamondâs businesses, the firm said. The SEC began looking at the relationship in 2017 as part of a broad examination of Guggenheim Partners, Bloomberg reported at the time. There was no indication the agency was reviewing the conduct of Diamond, the former CEO of U.K.-based Barclays Plc. Atlas Mara Ltd., Diamondâs African banking venture, said... For more stories, analysis and expertise 
Link: https://news.bloomberglaw.com/securities-law/guggenheims-asset-management-unit-is-cleared-in-sec-review"
1024256,02/27/2019,N/A,Publicly/Communictn,xfu21,Alumna/us in the News,"Companies’ cyber risk profiles should be updated in tandem with each new digital technology that it embraces, according to Aon in its 2019 Cyber Security Risk Report. The scale of attacks and their impact on organizations is intensifying, and as we recently reported, are becoming less predictable. Ransomware attacks may have peaked in 2018, as industry experts have noted, which sent malicious actors reverting to good old fashioned digital extortion, albeit with a slight twist. Adopting a proactive outlook is the best way for companies to respond to the complex and changing set of cyberrisks, said Jason J. Hogg, CEO of Aon Cyber Solutions. “To better prepare against attack, organizations should continually assess their overall cyber risk profile, remediate where recommended and proactively manage their defense,” Hogg said. The report discusses eight prominent areas where organizations are expected to face cybersecurity threats this year. About this Author Risk Management Magazine is the premier source of analysis, insight and news for corporate risk managers. RM strives to explore existing and emerging techniques and concepts that address the needs of those who are tasked with protecting the physical, financial, human and intellectual assets of their companies. As the business world and the world at large change with increasing speed, RM keeps its readers informed about new challenges and solutions. Risk Management Magazine is delivered monthly to 17,000 readers. It is published by the Risk and Insurance Management Society, Inc. (... You are responsible for reading, understanding and agreeing to the National Law Review's (NLR’s) and the National Law Forum LLC's Terms of Use and Privacy Policy before using the National Law Review website. The National Law Review is a free to use, no-log in database of legal and business articles. The content and links on www.NatLawReview.com are intended for general information purposes only. Any legal analysis, legislative updates or other content and links should not be construed as legal or professional advice or a substitute for such advice. No attorney-client or confidential relationship is formed by the transmission of information between you and the National Law Review website or any of the law firms, attorneys or other professionals or organizations who include content on the National Law Review website. If you require legal or professional advice, kindly contact an attorney or other suitable professional advisor. Some states have laws and ethical rules regarding solicitation and advertisement practices by attorneys and/or other professionals. The National Law Review is not a law firm nor is www.NatLawReview.com intended to be a referral service for attorneys and/or other professionals. The NLR does not wish, nor does it intend, to solicit the business of anyone or to refer anyone to an attorney or other professional. NLR does not answer legal questions nor will we refer you to an attorney or other professional if you request such information from us. Under certain state laws the following statements may be required on this website and we have included them in order to be in full compliance with these rules. The choice of a lawyer or other professional is an important decision and should not be based solely upon advertisements. Attorney Advertising Notice: Prior results do not guarantee a similar outcome. Statement in compliance with Texas Rules of Professional Conduct. Unless otherwise noted, attorneys are not certified by the Texas Board of Legal Specialization, nor can NLR attest to the accuracy of any notation of Legal Specialization or other Professional Credentials. The National Law Review - National Law Forum LLC 4700 Gilbert Ave. Suite 47 #230 Western Springs, IL 60558 Telephone (708) 357-3317 If you would ike to contact us via email please click here. 
Link: https://www.natlawreview.com/article/aon-s-top-cyber-threats-2019-revealed"
